Protein	Term
Q9NR81	GO:0005085
P05412	GO:0005096
P05412	GO:0001227
P05412	GO:0061629
P05412	GO:0031625
P05412	GO:0000978
P05412	GO:0001228
A6NDX5	GO:0000978
A6NDX5	GO:0001228
Q147U1	GO:0001227
Q96QV1	GO:0008270
Q9NXS2	GO:0008270
Q96CS4	GO:0000978
Q7L1T6	GO:0020037
Q92993	GO:0003713
P61006	GO:0003924
P61006	GO:0019003
P52739	GO:0000978
P52739	GO:0001227
Q3KR16	GO:0005085
Q8N7E2	GO:0061630
P11226	GO:0048306
P09093	GO:0004252
Q86YS6	GO:0003924
P32320	GO:0042803
Q9Y2V3	GO:0000978
Q9Y2V3	GO:0001228
P27482	GO:0005509
P36551	GO:0042803
Q3KQV3	GO:0000978
Q9NZT1	GO:0005509
Q08477	GO:0004497
P56202	GO:0004197
P06727	GO:0005507
P27986	GO:0019903
O00471	GO:0031267
O75382	GO:0061630
O75382	GO:0008022
Q8N6H7	GO:0005096
Q9HBT7	GO:0000978
Q96A37	GO:0061630
P09017	GO:0000978
P09017	GO:0001228
Q9NQX1	GO:0000978
Q9NQX1	GO:0001227
P15863	GO:0000978
Q9HA77	GO:0005524
P31689	GO:0031625
P31689	GO:0051087
Q8NI29	GO:0061630
P36021	GO:0015171
Q6IBS0	GO:0051015
Q6IBS0	GO:0045296
Q6IBS0	GO:0005524
P40424	GO:0000978
Q16143	GO:0005509
P49703	GO:0005525
Q9H0H5	GO:0008017
A6NMZ2	GO:0048306
Q96RK4	GO:0061629
Q9H009	GO:0051082
P18754	GO:0031267
P18754	GO:0046982
Q9NQG6	GO:0019003
Q9Y6J8	GO:0019903
Q9BUA6	GO:0005509
Q8N4J0	GO:0042803
Q9NVH0	GO:0030145
Q9NVH0	GO:0042803
Q9NVH0	GO:0000287
Q9H115	GO:0019905
Q96G74	GO:0004843
O14733	GO:0000287
Q9BVG3	GO:0061630
Q9BVG3	GO:0003713
Q9Y5S8	GO:0031267
P78362	GO:0000287
P31274	GO:0000978
Q15293	GO:0005509
Q9H4A4	GO:0008270
P32519	GO:0000978
P32519	GO:0001228
Q7L2H7	GO:0003743
P51161	GO:0005504
Q03519	GO:0005524
Q8WUW1	GO:0031267
Q9Y6I4	GO:0004843
Q8N2W9	GO:0031625
Q8N2W9	GO:0008270
Q7Z340	GO:0000978
Q8TAT6	GO:0031625
Q16644	GO:0005516
Q8TF71	GO:0015171
Q01860	GO:0000978
Q01860	GO:0031625
Q01860	GO:0001227
Q9Y6N8	GO:0005509
Q9Y6N8	GO:0045296
Q12891	GO:0030971
O14829	GO:0004722
O75398	GO:0001227
Q9P0G3	GO:0004252
P52434	GO:0003697
P29350	GO:0004725
Q9Y646	GO:0042803
P15172	GO:0000978
P15172	GO:0001228
Q9BTU6	GO:0000287
Q96FZ7	GO:0047485
P35790	GO:0042803
Q99829	GO:0005544
Q99829	GO:0005509
Q99829	GO:0001786
O95750	GO:0008083
Q96CM3	GO:0000049
P30533	GO:0001540
O43805	GO:0008017
O43805	GO:0043621
Q8N344	GO:0042826
P19801	GO:0005507
P19801	GO:0042803
P19801	GO:0008270
P18848	GO:0001228
P13647	GO:0097110
Q9HCY8	GO:0048306
O95096	GO:0000978
P43405	GO:0005178
P43405	GO:0097110
P43405	GO:0004713
Q9Y5X0	GO:0051117
Q8NHC5	GO:0004984
P11509	GO:0020037
Q9H5V7	GO:0000978
Q9H5V7	GO:0008270
Q9H5V7	GO:0001227
O15492	GO:0003924
O15492	GO:0005516
Q8IV61	GO:0005085
Q8IV61	GO:0005096
Q8IV61	GO:0005509
Q92522	GO:0045296
Q7RTY5	GO:0004252
Q7Z5H3	GO:0005096
Q99578	GO:0019003
Q99578	GO:0005525
Q99578	GO:0003924
Q99578	GO:0005516
Q9BS34	GO:0000978
A0A0J9YW62	GO:0034987
Q92858	GO:0000978
P30273	GO:0042803
O15212	GO:0001540
O15212	GO:0051082
O15212	GO:0051087
Q8TCB6	GO:0004984
O95231	GO:0000978
O95231	GO:0001228
Q6ZN92	GO:0000287
Q9Y225	GO:0061630
Q9Y5Y5	GO:0008022
O43823	GO:0042826
Q01167	GO:0000978
Q01167	GO:0001228
Q01167	GO:0000287
P43119	GO:0005085
O60934	GO:0003684
P49770	GO:0003743
P49770	GO:0005525
P49770	GO:0005524
O94776	GO:0042826
O94776	GO:0061629
O94776	GO:0003713
Q9UGM1	GO:0005231
P50553	GO:0000978
P50553	GO:0001227
Q58FF3	GO:0051082
P30532	GO:0005231
P30532	GO:1904315
O14958	GO:0005509
Q9NP72	GO:0019003
Q9NP72	GO:0003924
A8MQ27	GO:0061630
P23528	GO:0051015
A8MTI9	GO:0004252
P37802	GO:0045296
P51511	GO:0004222
Q9H2S5	GO:0061630
P31644	GO:0005231
P31644	GO:1904315
P31644	GO:0005254
Q96R27	GO:0004984
Q8TDN1	GO:0044325
Q02750	GO:0047485
Q15599	GO:0008022
Q15599	GO:0008013
Q8IW41	GO:0005516
Q8IW41	GO:0002039
P46199	GO:0003743
O14561	GO:0005509
P06858	GO:0042803
P06858	GO:0005509
Q9Y3M2	GO:0042803
Q9Y3M2	GO:0008013
P09629	GO:0000978
P09629	GO:0001228
Q9UL26	GO:0005525
Q9UL26	GO:0003924
Q9UL26	GO:0019003
Q16600	GO:0000978
Q16600	GO:0001227
Q6PEY1	GO:0030165
Q9BZS1	GO:0000978
Q9BZS1	GO:0042803
Q9BZS1	GO:0042826
Q9BZS1	GO:0001227
Q6P9F5	GO:0061630
Q8N2A8	GO:0042803
A8MTQ0	GO:0000978
P13945	GO:0042803
O00303	GO:0003743
Q8WXA3	GO:0017124
Q9Y2Z4	GO:0042803
Q9Y2Z4	GO:0000049
Q9Y2Z4	GO:0005524
O15226	GO:0000978
Q15067	GO:0005504
Q15067	GO:0042803
Q15067	GO:0047485
Q8TF68	GO:0000978
Q8TF68	GO:0001228
O15522	GO:0000978
O15522	GO:0001228
P31271	GO:0000978
Q15057	GO:0005096
P28161	GO:0042803
P51452	GO:0030971
Q14088	GO:0005525
Q14088	GO:0003924
Q9UHD8	GO:0003924
Q9UHD8	GO:0045296
Q92630	GO:0005524
Q92630	GO:0004713
Q92630	GO:0030145
P04049	GO:0031267
P55327	GO:0042803
P55327	GO:0005509
Q07812	GO:0046982
Q07812	GO:0042803
P19793	GO:0000978
P19793	GO:0008270
P19793	GO:0004879
Q13217	GO:0051087
P13498	GO:0046982
P13498	GO:0017124
A6NFQ7	GO:0000978
Q9BZM2	GO:0005509
P08218	GO:0004252
P68366	GO:0005525
A0A1B0GUS4	GO:0061631
P61073	GO:0043130
P41221	GO:0005109
Q9NWB1	GO:0008022
O94993	GO:0000978
O94993	GO:0008013
Q9NPF8	GO:0005096
P43268	GO:0000978
Q8NH59	GO:0004984
Q3MJ62	GO:0000978
Q7L8S5	GO:0004843
Q8WU17	GO:0061630
Q9UJN7	GO:0001227
Q8N350	GO:0044325
Q9NP62	GO:0000978
Q9NP62	GO:0001228
Q96BA8	GO:0001227
Q5T5A4	GO:0020037
Q96D15	GO:0005509
Q5T4F4	GO:0043621
P53990	GO:0045296
Q2TV78	GO:0030971
Q92841	GO:0003713
Q6DD88	GO:0005525
Q6DD88	GO:0003924
P43356	GO:0042826
P25705	GO:0005524
Q68DV7	GO:0061630
Q68DV7	GO:0005109
Q92949	GO:0000978
P15884	GO:0000978
P15884	GO:0008022
P15884	GO:0008013
Q9GZZ9	GO:0042803
Q9GZZ9	GO:0008270
Q86VX9	GO:0005085
Q5T4W7	GO:0008083
Q99717	GO:0000978
Q9NZL3	GO:0000978
Q9NZL3	GO:0001227
Q9H7Z6	GO:0061629
Q9H7Z6	GO:0003713
P84074	GO:0005509
Q07699	GO:0044325
Q14863	GO:0000978
Q9Y297	GO:0008013
Q9Y297	GO:1990756
Q13330	GO:0061629
Q13330	GO:0000978
Q13330	GO:0042826
Q13330	GO:0003713
P60484	GO:0030165
P60484	GO:0004725
P60484	GO:0004722
Q8N895	GO:0000978
P30679	GO:0005525
P30679	GO:0003924
P0DI81	GO:0044325
P00739	GO:0004252
Q8TDN2	GO:0005249
Q8N1C3	GO:0005231
Q8N1C3	GO:1904315
Q8N1C3	GO:0005254
Q5M7Z0	GO:0061630
Q5M7Z0	GO:0043130
Q9H6A0	GO:0005085
P22676	GO:0005509
A0A075B7F0	GO:0034987
Q6PF04	GO:0000978
P16860	GO:0005179
Q8N2K1	GO:0031625
Q8N2K1	GO:0061631
Q7Z6J8	GO:0061630
P13631	GO:0000978
P13631	GO:0004879
P51965	GO:0061631
Q9GZX5	GO:0000978
A6NET4	GO:0004984
P42331	GO:0005096
Q9GZV1	GO:0061629
P0DN80	GO:0004984
Q9NRK6	GO:0042803
Q9UI10	GO:0005085
Q9UI10	GO:0003743
Q99832	GO:0051082
Q8N5G2	GO:0008017
Q8WZA1	GO:0030145
P78367	GO:0000978
Q13363	GO:0008022
Q13363	GO:0003713
Q8NGG4	GO:0004984
Q8N9B8	GO:0005085
Q9BUF7	GO:0017124
P20823	GO:0000978
Q96BR6	GO:0001227
Q9H999	GO:0042803
Q9H999	GO:0005524
P15538	GO:0020037
Q16181	GO:0003924
Q16181	GO:0045296
Q99811	GO:0000978
P46109	GO:0030971
P46109	GO:0045296
P46109	GO:0061629
P35232	GO:0046982
P35232	GO:0008022
Q12981	GO:0005484
O60882	GO:0004222
P19338	GO:0008022
Q86V71	GO:0000978
P04054	GO:0005509
Q12837	GO:0001228
Q9GZQ8	GO:0031625
Q9BSM1	GO:0008022
Q6PIV2	GO:0001228
Q6PIV2	GO:0001227
P08887	GO:0004896
P08887	GO:0042803
P08887	GO:0019955
Q99424	GO:0005504
A6NDR6	GO:0000978
A6NDR6	GO:0001228
Q9P0J1	GO:0004722
O43236	GO:0005525
P0DOY3	GO:0034987
Q9Y4C5	GO:0008146
Q70Z44	GO:0005231
Q70Z44	GO:1904315
O14618	GO:0005507
Q96R54	GO:0004984
P00742	GO:0004252
P29460	GO:0004896
P29460	GO:0008083
P29460	GO:0046982
Q15831	GO:0002039
Q15831	GO:0000287
Q9UBY9	GO:0008022
P50995	GO:0048306
P50995	GO:0005509
Q14592	GO:0000978
O15105	GO:0031625
O15105	GO:0008013
Q7RTU4	GO:0046982
Q9BYE0	GO:0000978
O75602	GO:0008017
P37840	GO:0005507
P37840	GO:0008270
P37840	GO:0005509
P37840	GO:0000287
Q5NE16	GO:0004197
O00187	GO:0048306
O00187	GO:0004252
Q9H082	GO:0005525
Q9H082	GO:0003924
Q8TDD2	GO:0000978
O43174	GO:0004497
O43174	GO:0020037
O43676	GO:0008137
Q9Y2D1	GO:0001228
Q8NGY6	GO:0004984
P17544	GO:0000978
Q9Y679	GO:0031625
Q9Y679	GO:0043130
O75496	GO:0042826
O95718	GO:0000978
O95718	GO:0004879
P31749	GO:0042803
P31749	GO:0005516
P31749	GO:0005524
Q9UQ80	GO:0031625
P34897	GO:0042803
P34897	GO:0008270
Q9Y6U7	GO:0061630
Q8TAF3	GO:0043130
Q8TAF3	GO:0003697
Q15796	GO:0031625
Q15796	GO:0001228
Q96SF7	GO:0000978
Q15113	GO:0005518
Q9NP86	GO:0005509
Q9ULZ9	GO:0004222
O60431	GO:0004984
Q9UNK0	GO:0005484
P78310	GO:0005178
P78310	GO:0030165
P78310	GO:0008013
Q99728	GO:0046982
Q99728	GO:0042803
P24046	GO:1904315
Q93045	GO:0048306
Q99684	GO:0000978
Q99684	GO:0001227
Q8N7J2	GO:0005546
Q8N7J2	GO:0008013
Q8WVD3	GO:0061630
Q16514	GO:0003713
P05089	GO:0030145
Q8TAD2	GO:0042803
O75676	GO:0005524
O43638	GO:0000978
A0A1B0GW35	GO:0005546
Q9UBL3	GO:0008013
O75364	GO:0000978
Q9H2R5	GO:0004252
Q5T0B9	GO:0000978
Q8NHG7	GO:0051117
O15350	GO:0001228
O15350	GO:0002039
O15350	GO:0061629
Q96BI1	GO:0031625
P49789	GO:0031625
Q13351	GO:0000978
Q86VW0	GO:0005546
Q86VW0	GO:0001786
P55285	GO:0005509
P55285	GO:0045296
O75208	GO:0042803
O94905	GO:0031625
A6NH57	GO:0005525
A0A0G2JNH3	GO:0004984
O00764	GO:0008270
O00764	GO:0000287
O00764	GO:0005524
P48551	GO:0004896
P48551	GO:0019955
Q8NHC7	GO:0004984
Q9H172	GO:0042803
P62987	GO:0031625
Q9H342	GO:0004984
O95202	GO:0005509
Q8N8Q1	GO:0020037
Q99653	GO:0048306
Q99653	GO:0005509
Q9BY44	GO:0000049
Q9BY44	GO:0045296
Q9Y232	GO:0035064
Q8TCT0	GO:0000287
Q96PM9	GO:0002039
Q96PP8	GO:0042803
Q96PP8	GO:0005525
Q96PP8	GO:0003924
Q13033	GO:0031267
Q13033	GO:0005516
Q8NGQ4	GO:0004984
Q12933	GO:0019903
Q96JP0	GO:1990756
P02649	GO:0042803
P02649	GO:0001540
P28799	GO:0008083
P28799	GO:0051087
P06753	GO:0051015
O75494	GO:0051082
P27169	GO:0042803
P27169	GO:0005509
Q8NHA8	GO:0004984
P50616	GO:0030971
Q9C005	GO:0042803
P26441	GO:0008083
Q9BPX6	GO:0046982
Q9BPX6	GO:0005509
Q9UL45	GO:0042803
Q9UL45	GO:0019905
Q9UL45	GO:0051015
Q07666	GO:0017124
Q7L5Y6	GO:0031625
Q7L5Y6	GO:1990756
P40394	GO:0008270
Q9Y2Q5	GO:0005085
P78356	GO:0042803
P78356	GO:0005525
P78356	GO:0005524
Q15036	GO:0008022
Q8IZ41	GO:0019003
P31751	GO:0005524
Q9Y663	GO:0008146
P59998	GO:0051015
Q7L523	GO:0046982
Q7L523	GO:0042803
Q7L523	GO:0005525
Q7L523	GO:0003924
P08697	GO:0042803
P08697	GO:0004867
Q86YH2	GO:0000978
O75192	GO:0042803
P17029	GO:0000978
Q9NYM9	GO:0005484
P17028	GO:0000978
P17028	GO:0001228
Q8NGG7	GO:0004984
P17098	GO:0000978
P17098	GO:0008270
O95967	GO:0042803
P15514	GO:0008083
P63104	GO:0031625
P63104	GO:0044325
P63104	GO:0045296
P43362	GO:0042826
P22894	GO:0008270
P22894	GO:0004252
P22894	GO:0004222
O15370	GO:0000978
O15370	GO:0001228
P35240	GO:0005178
Q6ECI4	GO:0000978
P04196	GO:0008270
P04196	GO:0020037
Q9UFB7	GO:0000978
Q08188	GO:0005509
Q8TF66	GO:0005518
Q9UBD3	GO:0008009
Q5TDH0	GO:0043130
P07948	GO:0044325
P07948	GO:0097110
P07948	GO:0004713
Q9BQI0	GO:0051015
Q9BQI0	GO:0005509
P14859	GO:0000978
Q9Y2D9	GO:0000978
Q969F8	GO:0008528
O95201	GO:0000978
Q15102	GO:0046982
Q15102	GO:0042803
Q9Y385	GO:0031625
Q9Y385	GO:0061631
Q9H8N7	GO:0000978
Q9H8N7	GO:0001228
P21580	GO:0043621
P21580	GO:0004843
P21580	GO:0043130
P05177	GO:0020037
Q15382	GO:0019003
Q15382	GO:0005525
Q15382	GO:0003924
Q15382	GO:0000287
P50222	GO:0000978
P50222	GO:0001228
Q16559	GO:0000978
P40337	GO:1990756
Q5VV41	GO:0030165
Q5VV41	GO:0005085
Q5VV41	GO:0030971
Q5VV41	GO:0045296
Q5VV41	GO:0031267
Q9UJ41	GO:0031267
Q9UJ41	GO:0005085
Q9UPQ4	GO:0061630
P49848	GO:0003713
Q9C0H2	GO:0005254
P60891	GO:0005524
Q13356	GO:0061630
Q8IXL6	GO:0030145
Q5FWF6	GO:0000978
P41208	GO:0005509
Q14213	GO:0004896
Q14213	GO:0019955
P32754	GO:0042803
P0CE71	GO:0005509
Q99619	GO:1990756
P78552	GO:0004896
P78552	GO:0019955
Q16718	GO:0008137
Q8N119	GO:0004222
A0A087X179	GO:0005096
O95551	GO:0030145
O95551	GO:0000287
O95551	GO:0003697
P19404	GO:0008137
Q6NUN9	GO:0000978
Q6NUN9	GO:0031625
Q6NUN9	GO:0001227
Q14257	GO:0005509
P25774	GO:0005518
P25774	GO:0004252
P25774	GO:0004197
Q8NGP9	GO:0004984
Q9H257	GO:0043621
Q9H257	GO:0042803
P35269	GO:0019903
P63241	GO:0047485
P19235	GO:0004896
O94892	GO:0000978
O14610	GO:0003924
Q9Y240	GO:0008083
Q8N8V2	GO:0005525
O75541	GO:0000978
P46976	GO:0030145
P46976	GO:0042803
Q99853	GO:0000978
O00506	GO:0042803
P08311	GO:0004252
O14770	GO:0001228
A8MUV8	GO:0000978
P63252	GO:0005546
P31249	GO:0000978
P31249	GO:0001228
Q8NGJ0	GO:0004984
Q9NUU6	GO:0043130
Q9H4B4	GO:0002039
Q8NDX6	GO:0000978
Q9C0J9	GO:0000978
Q9C0J9	GO:0046982
Q9C0J9	GO:0001227
Q9BUN8	GO:0031625
Q9BUN8	GO:0051117
P17342	GO:0042803
Q8N1B4	GO:0019905
A0A0K2S4Q6	GO:0042803
Q9H0U4	GO:0005525
Q9H0U4	GO:0003924
P48741	GO:0031625
P48741	GO:0005524
O95393	GO:0005179
O14627	GO:0001228
P03891	GO:0008137
A0A1W2PN81	GO:0005231
A0A1W2PN81	GO:1904315
P29508	GO:0004867
P51523	GO:0000978
O43293	GO:0031267
O43293	GO:0042803
O43293	GO:0005524
Q14CB8	GO:0005096
Q03181	GO:0000978
Q03181	GO:0004879
Q03181	GO:0001227
P18085	GO:0005085
P18085	GO:0005525
P18085	GO:0003924
Q16254	GO:0000978
P13584	GO:0004497
Q9BUP3	GO:0003713
Q04917	GO:0044325
O15535	GO:0000978
Q96HU1	GO:0031267
Q96HU1	GO:0005096
P04798	GO:0004497
P52566	GO:0003924
P28324	GO:0000978
P28324	GO:0001228
Q6ZT77	GO:0000978
O00327	GO:0000978
P82980	GO:0005504
A6NK53	GO:0000978
Q9NSD5	GO:0015171
Q96LI6	GO:0000978
Q05BQ5	GO:0035064
P29965	GO:0005178
O14867	GO:0000978
O14867	GO:0020037
O43763	GO:0000978
O43763	GO:0001228
P61812	GO:0001540
Q9UKD1	GO:0000978
P20292	GO:0047485
P11021	GO:0031625
P11021	GO:0051082
P11021	GO:0005524
P11021	GO:0005509
P11021	GO:0045296
P11021	GO:0051087
Q92908	GO:0000978
O43918	GO:0008270
P06703	GO:0042803
P06703	GO:0005509
Q92845	GO:0019903
O43252	GO:0042803
O43752	GO:0005484
O43752	GO:0019905
Q9H9H5	GO:0008017
Q8N8S7	GO:0017124
O95429	GO:0051087
Q9NR55	GO:0000978
Q9NR55	GO:0001227
Q6PG37	GO:0000978
P40121	GO:0005546
P40121	GO:0051015
P40121	GO:0045296
Q6UWN8	GO:0004867
A6NHJ4	GO:0000978
Q0Z7S8	GO:0005504
Q13077	GO:0031625
P13725	GO:0008083
Q15306	GO:0000978
Q15306	GO:0001228
Q9NVV9	GO:0000978
Q9NVV9	GO:0042803
Q9NVV9	GO:0008270
Q9NVV9	GO:0001227
Q7KZN9	GO:0020037
Q8N6T3	GO:0005096
P43007	GO:0015171
A6NJL1	GO:0000978
P51687	GO:0020037
P49914	GO:0005524
P09455	GO:0005504
Q9BVA0	GO:0008017
Q9BVA0	GO:0046982
P42685	GO:0004713
Q9H9H4	GO:0048306
Q9H977	GO:0042803
Q86UX7	GO:0005178
P19086	GO:0003924
P17405	GO:0008270
O14966	GO:0031267
O14966	GO:0005525
O14966	GO:0019003
Q5T2W1	GO:0030165
P49116	GO:0000978
P49116	GO:0004879
P26447	GO:0048306
P26447	GO:0005509
Q06481	GO:0004867
Q9P2A4	GO:0017124
Q9UKT9	GO:0046982
Q9UKT9	GO:0042803
Q9UKT9	GO:0000978
Q9UKT9	GO:0042826
Q9UKT9	GO:0001228
Q9BYZ8	GO:0005509
Q01344	GO:0004896
Q8N4N8	GO:0008017
Q9NSJ1	GO:0000978
P80162	GO:0008009
Q14781	GO:0035064
O75746	GO:0005509
Q9BUL8	GO:0042803
Q9BUL8	GO:0047485
P04198	GO:0000978
P19525	GO:0003725
Q9BRJ7	GO:0042803
A6NM28	GO:0000978
Q9C019	GO:0003713
Q9ULZ1	GO:0005179
Q9NR50	GO:0005085
Q9NR50	GO:0003743
P55347	GO:0000978
Q9C037	GO:0061630
Q9BW92	GO:0042803
Q9Y295	GO:0008017
Q9Y295	GO:0005525
Q9Y295	GO:0003924
P14314	GO:0044325
P61019	GO:0005525
P61019	GO:0003924
P61019	GO:0019003
Q2HXU8	GO:0019903
A0A1W2PP81	GO:0003713
Q92753	GO:0000978
Q92753	GO:0004879
Q04844	GO:0005231
Q04844	GO:1904315
Q9Y216	GO:0004725
O15156	GO:0000978
O15145	GO:0051015
Q9UJY5	GO:0031267
O14901	GO:0000978
Q6ZNH5	GO:0000978
A0A0C4DH38	GO:0034987
Q969R5	GO:0035064
Q15475	GO:0001228
P05362	GO:0005178
Q9BPZ2	GO:0035064
Q13492	GO:0031267
Q13492	GO:0001540
Q13492	GO:0005546
Q13492	GO:0045296
O15355	GO:0004722
Q9UJU6	GO:0051015
P49902	GO:0005524
P00338	GO:0045296
Q9Y262	GO:0003743
Q8TDF6	GO:0005085
P14784	GO:0004896
O14569	GO:0020037
O43815	GO:0005516
Q9UKC9	GO:0019903
Q99895	GO:0004252
P03923	GO:0008137
P29762	GO:0005504
Q6VVX0	GO:0020037
Q3V5L5	GO:0030145
Q12950	GO:0000978
Q92624	GO:1990756
Q9H7T9	GO:0003684
Q02078	GO:0061629
Q02078	GO:0000978
Q02078	GO:0042826
Q02078	GO:0001228
P51522	GO:0000978
Q6UXR4	GO:0004867
Q7Z412	GO:0051117
Q7Z412	GO:0008022
P17861	GO:0046982
Q14590	GO:0000978
Q6NXR0	GO:0003924
P17706	GO:0005178
P17706	GO:0004725
P17706	GO:0030971
P17706	GO:0019905
P05452	GO:0005509
Q8NH94	GO:0004984
Q5PSV4	GO:0042826
Q8TD23	GO:0000978
Q8TD23	GO:0031625
Q8TD23	GO:0008270
O75084	GO:0030165
O75084	GO:0005546
O75084	GO:0005109
Q5VV16	GO:0000978
P61769	GO:0042803
P19784	GO:0047485
Q96JC4	GO:0000978
P52736	GO:0001227
Q9Y266	GO:0051082
P30556	GO:0046982
Q8IYI6	GO:0031267
Q8NGA0	GO:0004984
A0A0B4J1V7	GO:0034987
P20749	GO:0042826
Q9ULV8	GO:0061630
Q9ULV8	GO:0008270
Q9ULV8	GO:0030971
Q9ULV8	GO:0017124
P00167	GO:0020037
Q13261	GO:0004896
Q92484	GO:0008270
Q9UKP3	GO:0008270
Q86XF7	GO:0000978
O15231	GO:0008270
O95196	GO:0008083
B2RXF5	GO:0000978
P31268	GO:0000978
P31268	GO:0001228
Q8NC60	GO:0005525
Q9UDY4	GO:0051082
Q9UDY4	GO:0051087
Q6ZV50	GO:0000978
Q92536	GO:0015171
P00748	GO:0004252
P21246	GO:0005178
P78330	GO:0000287
P51451	GO:0004713
Q9H553	GO:0048306
P62979	GO:0031625
Q5VZM2	GO:0005525
Q5VZM2	GO:0003924
Q9Y5J5	GO:0005546
P05556	GO:0005178
P05556	GO:0046982
P05556	GO:0045296
Q86VI4	GO:0031625
P31997	GO:0046982
Q93063	GO:0046982
Q93063	GO:0042803
P51570	GO:0005524
Q01726	GO:0008528
P48775	GO:0020037
O75251	GO:0008137
P34925	GO:0005109
P34925	GO:0004713
Q6ZNG1	GO:0000978
Q6ZNG1	GO:0001228
Q9UBX0	GO:0001227
Q9BRR9	GO:0005096
P55774	GO:0008009
Q658L1	GO:0008017
P34913	GO:0000287
P35680	GO:0000978
P17022	GO:0000978
P21815	GO:0005178
Q9P272	GO:0000049
O75419	GO:0003697
P98168	GO:0003713
P78562	GO:0008270
P78562	GO:0004222
P43351	GO:0003697
P49716	GO:0000978
Q8WXD0	GO:0008528
Q9Y466	GO:0000978
Q9Y466	GO:0004879
P15090	GO:0005504
Q6UW60	GO:0004252
P36507	GO:0097110
O43318	GO:0030971
O43318	GO:0097110
O00180	GO:0005249
Q92985	GO:0000978
Q9Y5P1	GO:0004984
Q96LT7	GO:0005085
Q8WXF0	GO:0051082
O43615	GO:0051087
Q9UBJ2	GO:0042803
Q9UBJ2	GO:0005524
Q12884	GO:0004252
Q12884	GO:0042803
Q15722	GO:0008528
P33992	GO:0003697
Q8IXI1	GO:0005525
Q8IXI1	GO:0003924
O95125	GO:0000978
O95125	GO:0001227
Q96C10	GO:0003725
Q96C10	GO:0008270
O60884	GO:0051087
Q9NYW8	GO:0008270
O75840	GO:0000978
O75840	GO:0001228
O75840	GO:0008270
P61086	GO:0031625
P61086	GO:0061631
O14904	GO:0005109
Q9H3Y6	GO:0004713
P08686	GO:0020037
Q12947	GO:0000978
Q12947	GO:0001228
D3W0D1	GO:0042803
P06734	GO:0005178
Q96CS3	GO:0031625
Q96CS3	GO:0043130
P10828	GO:0004879
Q9H2A3	GO:0000978
P36896	GO:0031625
P36896	GO:0005524
Q9BVA1	GO:0005525
A0A286YEU6	GO:0004984
P02008	GO:0020037
Q9UJM3	GO:0005096
Q9H2C8	GO:0004984
Q8IV76	GO:0000978
Q8N148	GO:0004984
Q9UI08	GO:0017124
Q9UGI8	GO:0008270
Q9UGI8	GO:0045296
Q6Q0C0	GO:0008270
Q3MIN7	GO:0005085
Q7RTS1	GO:0000978
Q14515	GO:0005518
Q14515	GO:0005509
P57771	GO:0005096
P57771	GO:0003924
P05107	GO:0005178
P05107	GO:0001540
P49757	GO:0045296
P35368	GO:0046982
P36871	GO:0000287
P0C645	GO:0004984
Q9UKF2	GO:0008270
O95389	GO:0005178
Q9UD57	GO:0000978
Q8IUY3	GO:0005546
O75190	GO:0051082
O75190	GO:0051087
Q9ULX5	GO:0008270
Q9ULX5	GO:0005525
Q9ULX5	GO:0003924
P54274	GO:0042803
P20963	GO:0042803
Q9P0L0	GO:0008017
P62070	GO:0005525
P62070	GO:0003924
P62070	GO:0019003
Q06710	GO:0000978
Q8WV37	GO:0000978
P0CG24	GO:0000978
P48050	GO:0030165
P00738	GO:0004252
Q15940	GO:0000978
P21757	GO:0001540
Q05639	GO:0003924
Q8WVY7	GO:0004722
O15527	GO:0003684
Q9BXS6	GO:0008017
Q15388	GO:0051082
Q96P31	GO:0019903
Q03933	GO:0000978
Q03933	GO:0001228
P35070	GO:0008083
P13716	GO:0008270
P35237	GO:0004867
Q8N720	GO:0000978
Q6ICG8	GO:0031490
Q6ICG8	GO:0003713
Q86WZ6	GO:0000978
Q86WZ6	GO:0001228
P30048	GO:0008022
O00622	GO:0005178
Q8N103	GO:0005096
O43852	GO:0005509
Q14849	GO:0042803
Q75N03	GO:0061630
P13640	GO:0008270
Q9H6L5	GO:0043621
Q969K3	GO:0061630
Q969K3	GO:0031625
Q969K3	GO:0002039
P23327	GO:0051117
P23327	GO:0044325
P23327	GO:0005509
Q9NSA3	GO:0008013
P39905	GO:0042803
P39905	GO:0008083
P07602	GO:0042803
P28072	GO:0045296
P17568	GO:0008137
Q9UIU6	GO:0000978
O75123	GO:0000978
P15260	GO:0004896
O15151	GO:0008270
Q9H255	GO:0004984
P49862	GO:0004222
Q99816	GO:0048306
Q99816	GO:0043130
P31371	GO:0008083
Q9Y5R5	GO:0000978
Q8TAW3	GO:0000978
P36508	GO:0001228
Q8NI17	GO:0004896
Q8NI17	GO:0019955
Q8NI17	GO:0003713
P60520	GO:0008017
P60520	GO:0031625
P46937	GO:0003713
P10074	GO:0000978
Q9Y585	GO:0004984
Q10472	GO:0030145
Q14232	GO:0005085
Q14232	GO:0003743
Q9NWS9	GO:0000978
Q6ZMU5	GO:0061630
O60861	GO:0051015
Q96BF6	GO:0000978
Q96BF6	GO:0042803
Q96BF6	GO:0042826
Q96BF6	GO:0001227
A0A075B7E8	GO:0034987
Q8N300	GO:0008017
Q8WVM8	GO:0019905
Q00056	GO:0000978
Q6IEY1	GO:0004984
A6NIV6	GO:0004722
P0C870	GO:0035064
